[2023-05-30 05:20:10] Stage 1: Training with all clients
[2023-05-30 05:22:04] Round: 1, Test Loss: -14276.117328643799, Accuracy: 0.8425
[2023-05-30 06:17:49] Round: 6, Test Loss: -23290.752723693848, Accuracy: 0.9099
[2023-05-30 06:18:43] Round: 7, Test Loss: -23675.197372436523, Accuracy: 0.9181
[2023-05-30 06:19:36] Round: 8, Test Loss: -23819.850929260254, Accuracy: 0.9231
[2023-05-30 06:20:30] Round: 9, Test Loss: -24371.526626586914, Accuracy: 0.9351
[2023-05-30 06:21:25] Round: 10, Test Loss: -24533.575004577637, Accuracy: 0.9377
[2023-05-30 06:21:25] Epoch 5, num_clients = 15
[2023-05-30 06:22:47] Round: 1, Test Loss: -14079.478317260742, Accuracy: 0.8374
[2023-05-30 06:24:53] Round: 2, Test Loss: -19683.149574279785, Accuracy: 0.8699
[2023-05-30 06:27:03] Round: 3, Test Loss: -21617.874279022217, Accuracy: 0.8879
[2023-05-30 06:29:18] Round: 4, Test Loss: -22699.710830688477, Accuracy: 0.8972
[2023-05-30 06:31:29] Round: 5, Test Loss: -23259.899787902832, Accuracy: 0.9089
[2023-05-30 06:33:43] Round: 6, Test Loss: -23690.240211486816, Accuracy: 0.9163
[2023-05-30 06:36:02] Round: 7, Test Loss: -24018.77752685547, Accuracy: 0.9244
[2023-05-30 06:38:13] Round: 8, Test Loss: -24323.865810394287, Accuracy: 0.9308
[2023-05-30 06:40:27] Round: 9, Test Loss: -24657.02837753296, Accuracy: 0.9359
[2023-05-30 06:42:39] Round: 10, Test Loss: -24889.977897644043, Accuracy: 0.9397
[2023-05-30 06:42:39] Epoch 10, num_clients = 5
[2023-05-30 06:44:11] Round: 1, Test Loss: -19082.440574645996, Accuracy: 0.8661
[2023-05-30 06:45:41] Round: 2, Test Loss: -22246.57173538208, Accuracy: 0.8942
[2023-05-30 06:47:10] Round: 3, Test Loss: -23794.214199066162, Accuracy: 0.9142
[2023-05-30 06:48:38] Round: 4, Test Loss: -24927.201972961426, Accuracy: 0.9246
[2023-05-30 06:50:56] Round: 5, Test Loss: -25663.448261260986, Accuracy: 0.9367
[2023-05-30 06:53:19] Round: 6, Test Loss: -26661.11518096924, Accuracy: 0.94
[2023-05-30 06:54:34] Round: 7, Test Loss: -27061.097217559814, Accuracy: 0.9494
[2023-05-30 06:56:18] Round: 8, Test Loss: -28180.61388015747, Accuracy: 0.9516
[2023-05-30 06:58:07] Round: 9, Test Loss: -29029.078659057617, Accuracy: 0.9521
[2023-05-30 06:59:36] Round: 10, Test Loss: -29899.776290893555, Accuracy: 0.9503
[2023-05-30 06:59:36] Epoch 10, num_clients = 10
[2023-05-30 07:03:49] Round: 1, Test Loss: -18128.986835479736, Accuracy: 0.8784
[2023-05-30 07:07:15] Round: 2, Test Loss: -22266.305206298828, Accuracy: 0.8941
[2023-05-30 07:10:44] Round: 3, Test Loss: -23763.733615875244, Accuracy: 0.9095
[2023-05-30 07:14:13] Round: 4, Test Loss: -24556.556594848633, Accuracy: 0.9264
[2023-05-30 07:16:53] Round: 5, Test Loss: -25024.65802383423, Accuracy: 0.9381
[2023-05-30 07:20:13] Round: 6, Test Loss: -25957.25804901123, Accuracy: 0.9439
[2023-05-30 07:23:17] Round: 7, Test Loss: -26313.206783294678, Accuracy: 0.9483
[2023-05-30 07:26:41] Round: 8, Test Loss: -26867.74861907959, Accuracy: 0.9485
[2023-05-30 07:30:04] Round: 9, Test Loss: -27505.580265045166, Accuracy: 0.9546
[2023-05-30 07:32:48] Round: 10, Test Loss: -28282.730598449707, Accuracy: 0.956
[2023-05-30 07:32:49] Epoch 10, num_clients = 15
[2023-05-30 07:37:53] Round: 1, Test Loss: -21085.04128265381, Accuracy: 0.8767
[2023-05-30 07:42:43] Round: 2, Test Loss: -24732.31674194336, Accuracy: 0.8994
[2023-05-30 07:45:07] Round: 3, Test Loss: -16682.222076416016, Accuracy: 0.857
[2023-05-30 07:47:14] Round: 4, Test Loss: -22261.118839263916, Accuracy: 0.8828
[2023-05-30 07:49:22] Round: 5, Test Loss: -23962.238597869873, Accuracy: 0.9032
[2023-05-30 07:51:28] Round: 6, Test Loss: -25348.72261428833, Accuracy: 0.9233
[2023-05-30 07:53:35] Round: 7, Test Loss: -25641.52049255371, Accuracy: 0.9343
[2023-05-30 07:55:42] Round: 8, Test Loss: -26182.517070770264, Accuracy: 0.9419
[2023-05-30 07:57:49] Round: 9, Test Loss: -5783.570798873901, Accuracy: 0.8402
[2023-05-30 07:59:55] Round: 10, Test Loss: -17740.564334869385, Accuracy: 0.8668
[2023-05-30 07:59:55] Epoch 15, num_clients = 5
[2023-05-30 08:01:00] Round: 1, Test Loss: -13265.581504821777, Accuracy: 0.8567
[2023-05-30 08:02:03] Round: 2, Test Loss: -20461.676830291748, Accuracy: 0.8758
[2023-05-30 08:03:07] Round: 3, Test Loss: -12818.961584091187, Accuracy: 0.891
[2023-05-30 08:04:11] Round: 4, Test Loss: -25713.57167816162, Accuracy: 0.9171
[2023-05-30 08:05:15] Round: 5, Test Loss: -27544.963012695312, Accuracy: 0.9385
[2023-05-30 08:06:23] Round: 6, Test Loss: -16764.78204345703, Accuracy: 0.8621
[2023-05-30 08:07:38] Round: 7, Test Loss: -22660.331741333008, Accuracy: 0.8833
[2023-05-30 08:08:43] Round: 8, Test Loss: -24239.358730316162, Accuracy: 0.9044
[2023-05-30 08:09:55] Round: 9, Test Loss: -25511.452072143555, Accuracy: 0.9237
[2023-05-30 08:11:02] Round: 10, Test Loss: -26110.76361465454, Accuracy: 0.9326
[2023-05-30 08:11:03] Epoch 15, num_clients = 10
[2023-05-30 08:13:19] Round: 1, Test Loss: -6564.1803731918335, Accuracy: 0.8211
[2023-05-30 08:15:27] Round: 2, Test Loss: -22638.423042297363, Accuracy: 0.8934
[2023-05-30 08:17:36] Round: 3, Test Loss: -25533.080806732178, Accuracy: 0.9205
[2023-05-30 08:19:41] Round: 4, Test Loss: -26000.552169799805, Accuracy: 0.9373
[2023-05-30 08:21:48] Round: 5, Test Loss: -27149.146842956543, Accuracy: 0.947
[2023-05-30 08:23:55] Round: 6, Test Loss: -6834.9812297821045, Accuracy: 0.7908
[2023-05-30 08:26:01] Round: 7, Test Loss: -25340.117553710938, Accuracy: 0.918
[2023-05-30 08:28:07] Round: 8, Test Loss: -28335.843494415283, Accuracy: 0.9489
[2023-05-30 08:30:14] Round: 9, Test Loss: -30496.729736328125, Accuracy: 0.9546
[2023-05-30 08:32:21] Round: 10, Test Loss: -29828.745239257812, Accuracy: 0.9563
[2023-05-30 08:32:21] Epoch 15, num_clients = 15
[2023-05-30 08:35:34] Round: 1, Test Loss: -22778.422344207764, Accuracy: 0.8711
[2023-05-30 08:38:44] Round: 2, Test Loss: -25711.785152435303, Accuracy: 0.892
[2023-05-30 08:41:55] Round: 3, Test Loss: -26585.11203765869, Accuracy: 0.9154
[2023-05-30 08:45:05] Round: 4, Test Loss: -9597.68579864502, Accuracy: 0.8607
[2023-05-30 08:48:16] Round: 5, Test Loss: -25192.979736328125, Accuracy: 0.9036
[2023-05-30 08:51:27] Round: 6, Test Loss: -27637.2688331604, Accuracy: 0.9288
[2023-05-30 08:54:38] Round: 7, Test Loss: -28833.414638519287, Accuracy: 0.9442
[2023-05-30 08:57:48] Round: 8, Test Loss: -30382.798038482666, Accuracy: 0.9523
[2023-05-30 09:00:58] Round: 9, Test Loss: -31331.218029022217, Accuracy: 0.9552
[2023-05-30 09:04:07] Round: 10, Test Loss: -32331.251983642578, Accuracy: 0.9568
[2023-05-30 09:04:07] Epoch 20, num_clients = 5
[2023-05-30 09:05:33] Round: 1, Test Loss: -13145.714889526367, Accuracy: 0.8523
[2023-05-30 09:06:58] Round: 2, Test Loss: -20346.246871948242, Accuracy: 0.897
[2023-05-30 09:08:23] Round: 3, Test Loss: -27687.51609802246, Accuracy: 0.9068
[2023-05-30 09:09:48] Round: 4, Test Loss: -30805.917022705078, Accuracy: 0.9318
[2023-05-30 09:11:12] Round: 5, Test Loss: -32213.695678710938, Accuracy: 0.948
[2023-05-30 09:12:36] Round: 6, Test Loss: -33418.28923034668, Accuracy: 0.9465
[2023-05-30 09:14:00] Round: 7, Test Loss: -33878.72496032715, Accuracy: 0.9546
[2023-05-30 09:15:26] Round: 8, Test Loss: -35726.372619628906, Accuracy: 0.9514
[2023-05-30 09:16:50] Round: 9, Test Loss: -13155.961221694946, Accuracy: 0.8886
[2023-05-30 09:18:14] Round: 10, Test Loss: -25508.167236328125, Accuracy: 0.9008
[2023-05-30 09:18:14] Epoch 20, num_clients = 10
[2023-05-30 09:21:03] Round: 1, Test Loss: -22425.510166168213, Accuracy: 0.8883
[2023-05-30 09:23:47] Round: 2, Test Loss: -26438.045806884766, Accuracy: 0.928
[2023-05-30 09:26:32] Round: 3, Test Loss: -28365.2608795166, Accuracy: 0.941
[2023-05-30 09:29:17] Round: 4, Test Loss: -30680.151428222656, Accuracy: 0.9455
[2023-05-30 09:32:02] Round: 5, Test Loss: -31969.469165802002, Accuracy: 0.9516
[2023-05-30 09:34:47] Round: 6, Test Loss: -32432.61279296875, Accuracy: 0.9525
[2023-05-30 09:37:32] Round: 7, Test Loss: -6676.328429222107, Accuracy: 0.7106
[2023-05-30 09:40:19] Round: 8, Test Loss: -25607.757362365723, Accuracy: 0.8894
[2023-05-30 09:43:02] Round: 9, Test Loss: -28151.920696258545, Accuracy: 0.9088
[2023-05-30 09:45:44] Round: 10, Test Loss: -28371.495609283447, Accuracy: 0.9277
[2023-05-30 09:45:44] Epoch 20, num_clients = 15
[2023-05-30 09:49:51] Round: 1, Test Loss: -22993.30954360962, Accuracy: 0.9023
[2023-05-30 09:53:50] Round: 2, Test Loss: -26229.051788330078, Accuracy: 0.9283
[2023-05-30 09:57:58] Round: 3, Test Loss: -28598.30255126953, Accuracy: 0.9462
[2023-05-30 10:02:05] Round: 4, Test Loss: -30241.72421646118, Accuracy: 0.9554
[2023-05-30 10:06:11] Round: 5, Test Loss: -32229.73839187622, Accuracy: 0.9599
[2023-05-30 10:10:17] Round: 6, Test Loss: -13878.752172470093, Accuracy: 0.9017
[2023-05-30 10:14:24] Round: 7, Test Loss: -32070.076583862305, Accuracy: 0.9479
[2023-05-30 10:18:32] Round: 8, Test Loss: -35179.993240356445, Accuracy: 0.957
[2023-05-30 10:22:38] Round: 9, Test Loss: -9440.096200942993, Accuracy: 0.885
[2023-05-30 10:26:47] Round: 10, Test Loss: -26466.686679840088, Accuracy: 0.9223
[2023-05-30 10:26:47] Epoch 25, num_clients = 5
[2023-05-30 10:28:31] Round: 1, Test Loss: -16119.040176391602, Accuracy: 0.9238
[2023-05-30 10:30:13] Round: 2, Test Loss: -28946.551975250244, Accuracy: 0.9496
[2023-05-30 10:31:55] Round: 3, Test Loss: -31275.0637550354, Accuracy: 0.9496
[2023-05-30 10:33:37] Round: 4, Test Loss: -32693.9275970459, Accuracy: 0.9527
[2023-05-30 10:35:17] Round: 5, Test Loss: -34337.954109191895, Accuracy: 0.9552
[2023-05-30 10:36:57] Round: 6, Test Loss: -35807.536209106445, Accuracy: 0.9521
[2023-05-30 10:38:38] Round: 7, Test Loss: -36229.03788757324, Accuracy: 0.9556
[2023-05-30 10:40:18] Round: 8, Test Loss: -37172.30796813965, Accuracy: 0.9508
[2023-05-30 10:41:58] Round: 9, Test Loss: -38425.36794281006, Accuracy: 0.9563
[2023-05-30 10:43:38] Round: 10, Test Loss: -39540.208084106445, Accuracy: 0.957
[2023-05-30 10:43:38] Epoch 25, num_clients = 10
[2023-05-30 10:46:58] Round: 1, Test Loss: -25849.451789855957, Accuracy: 0.8872
[2023-05-30 10:50:17] Round: 2, Test Loss: -13424.88641166687, Accuracy: 0.8908
[2023-05-30 10:53:35] Round: 3, Test Loss: -27936.065704345703, Accuracy: 0.9336
[2023-05-30 10:56:54] Round: 4, Test Loss: -31428.612812042236, Accuracy: 0.9487
[2023-05-30 11:00:13] Round: 5, Test Loss: -33002.73601913452, Accuracy: 0.9547
[2023-05-30 11:03:31] Round: 6, Test Loss: -34422.88614654541, Accuracy: 0.9582
[2023-05-30 11:06:50] Round: 7, Test Loss: -35972.52892303467, Accuracy: 0.9606
[2023-05-30 11:10:09] Round: 8, Test Loss: -37510.344314575195, Accuracy: 0.9614
[2023-05-30 11:13:27] Round: 9, Test Loss: -38783.12747955322, Accuracy: 0.9637
[2023-05-30 11:16:46] Round: 10, Test Loss: -40218.63725280762, Accuracy: 0.9624
[2023-05-30 11:16:46] Epoch 25, num_clients = 15
[2023-05-30 11:21:48] Round: 1, Test Loss: -25563.98642730713, Accuracy: 0.8858
[2023-05-30 11:26:44] Round: 2, Test Loss: -30148.062561035156, Accuracy: 0.9233
[2023-05-30 11:31:49] Round: 3, Test Loss: -29236.746910095215, Accuracy: 0.9166
[2023-05-30 11:36:49] Round: 4, Test Loss: -34356.58451843262, Accuracy: 0.9519
[2023-05-30 11:41:52] Round: 5, Test Loss: -37240.38079071045, Accuracy: 0.9584
[2023-05-30 11:46:51] Round: 6, Test Loss: -11482.762191772461, Accuracy: 0.8054
[2023-05-30 11:51:54] Round: 7, Test Loss: -31645.04090499878, Accuracy: 0.9316
[2023-05-30 11:56:56] Round: 8, Test Loss: -34578.21082305908, Accuracy: 0.9478
[2023-05-30 12:01:56] Round: 9, Test Loss: -36908.048248291016, Accuracy: 0.955
[2023-05-30 12:06:57] Round: 10, Test Loss: -38659.339096069336, Accuracy: 0.9582
